Course,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
CRJS 4003,CRJS 1001,CRJS 2005,CRJS 3001,CRJS 3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRJS 4007,CRJS 3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRJS 4013,CRJS 1001,CRJS 3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRJS 4015,CRJS 1001,CRJS 1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRJS 4017,CRJS 1001,CRJS 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRJS 5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRJS 5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRJS 5020,CRJS 5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRJS 5025,CRJS 2013,CRJS 3007,CRJS 3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 2264,CRWT 1117,CRWT 1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 2265,CRWT 1117,CRWT 1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 2266,CRWT 1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 2267,CRWT 1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 2268,CRWT 1117,CRWT 1118,GNED 1401,GNED 1403,GNED 1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 3304,CRWT 2264,CRWT 2265,CRWT 2266,CRWT 2267,CRWT 2268,ENGL 2205,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 3305,CRWT 2264,CRWT 2265,CRWT 2266,CRWT 2267,CRWT 2268,ENGL 2205,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 3362,CRWT 2264,CRWT 2265,CRWT 2266,CRWT 2267,CRWT 2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 3368,CRWT 2266,CRWT 2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWT 4802,CRWT 2264,CRWT 2265,CRWT 2266,CRWT 2267,CRWT 2268,CRWT 3304,CRWT 3305,CRWT 3362,CRWT 3368,ENGL 3266,ENGL 3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 1110,INTS 1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 1142,CYCC 1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 2221,CYCC 1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 2226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 2241,CYCC 1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCC 2242,CYCC 2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEST 1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEST 3201,INDS 3141,INDS 3142,INDS 3143,INDS 3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEST 3301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOL 1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOL 1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOL 2201,ECOL 1111,GEOG 1101,BIOL 1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOL 2219,ECOL 1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2211,ECON 1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2213,ECON 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2215,ECON 1101,ECON 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2221,ECON 1101,ECON 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2223,ECON 1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2229,ECON 1101,ECON 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2241,ECON 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2244,ECON 1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2255,ECON 1101,ECON 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2261,ECON 1101,ECON 1103,ECON 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 2263,ECON 1101,ECON 1103,ECON 2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 3101,ECON 1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 3305,ECON 1101,ECON 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 3357,ECON 2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 3359,ECON 2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 3395,ECON 1101,ECON 1103,POST 2209,MATH 1224,MGMT 2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 3401,ECON 2211,ECON 2213,FNCE 3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON 4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 2103,EDUC 2371,EDUC 2321,EDUC 2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 2104,EDUC 2371,EDUC 2103,EDUC 2321,EDUC 2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 2200,EDUC 1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 2201,EDUC 1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 2261,EDUC 1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 2321,EDUC 2371,EDUC 2103,EDUC 2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 2371,EDUC 1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 2375,EDUC 2371,EDUC 2103,EDUC 2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3010,EDUC 2375,EDUC 3104,EDUC 3106,EDUC 3108,EDUC 3326,EDUC 3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3090,EDUC 3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3104,EDUC 2375,EDUC 3010,EDUC 3106,EDUC 3108,EDUC 3326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3105,EDUC 3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3106,EDUC 2375,EDUC 3326,EDUC 3010,EDUC 3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3108,EDUC 2375,EDUC 3326,EDUC 3010,EDUC 3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3201,MATH 1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3326,EDUC 2375,EDUC 3010,EDUC 3106,EDUC 3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 3362,EDUC 1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 4030,EDUC 4107,EDUC 4351,EDUC 4201,EDUC 4361,EDUC 4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 4107,EDUC 3010,EDUC 4351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 4201,EDUC 4107,EDUC 4351,EDUC 4030,EDUC 4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 4325,EDUC 1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 4351,EDUC 3010,EDUC 4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUC 4361,EDUC 4107,EDUC 4351,EDUC 4030,EDUC 4201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 2110,ELCC 1104,ELCC 1109,ELCC 1110,ELCC 2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 2121,ELCC 2110,ELCC 1209,ELCC 2209,ELCC 1282,ELCC 2282,ELCC 2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 2209,ELCC 1109,ELCC 1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 2211,ELCC 2110,ELCC 1209,ELCC 2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 2215,ELCC 2110,ELCC 1209,ELCC 2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 2282,ELCC 1180,ELCC 1109,ELCC 2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCC 2285,ELCC 2110,ELCC 2209,ELCC 2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 0130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 1101,ENGL 0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2141,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,ENGL 2141,ENGL 1141,ENGL 1241,ENGL 2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2202,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,ENGL 2141,ENGL 1141,ENGL 1241,ENGL 2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2205,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 2207,ENGL 2263,ENGL 1151,ENGL 1152,ENGL 2141,ENGL 2216,ENGL 2228,ENGL 2273,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2207,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,ACOM 2263,ENGL 2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2210,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 2207,ENGL 2263,ENGL 1151,ENGL 1152,ENGL 2141,ENGL 2216,ENGL 2228,ENGL 2273,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,HIST 1101,HIST 2204,HIST 2206,HIST 2238,HUMN 1109,HUMN 2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2228,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2248,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2249,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 2207,ENGL 2263,ENGL 1151,ENGL 1152,ENGL 2141,ENGL 2216,ENGL 2228,ENGL 2273,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2253,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 2207,ENGL 2263,ENGL 1151,ENGL 1152,ENGL 2141,ENGL 2216,ENGL 2228,ENGL 2273,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2263,ENGL 0212,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,ACOM 2061,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2270,ENGL 0212,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,ACOM 2061,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2271,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 2207,ENGL 2263,ENGL 1151,ENGL 1152,ENGL 2141,ENGL 2216,ENGL 2228,ENGL 2273,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,CNST 1131,CNST 2221,CNST 2233,CNST 3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2273,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,FILM 1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2291,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,FILM 1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2292,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 2207,ENGL 2263,ENGL 1151,ENGL 1152,ENGL 2141,ENGL 2216,ENGL 2228,ENGL 2273,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,INST 1101,INST 1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2293,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2294,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2295,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2298,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2299,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 2301,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,CRWT 2268,ENGL 1151,ENGL 1152,ENGL 2207,ENGL 2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3256,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3266,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,CNST 2221,CNST 2233,CNST 3730,CRWT 3305,FILM 2251,FILM 3345,FILM 3349,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3304,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2207,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2263,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,CRWT 2264,CRWT 2265,CRWT 2266,CRWT 2267,CRWT 2268,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3306,ENGL 2202,ENGL 2205,ENGL 2207,ENGL 2263,CRWT 2264,CRWT 2265,CRWT 2266,CRWT 2267,CRWT 2268,EDUC 2371,FILM 2251,FILM 3345,LING 2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3308,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,LING 2201,LING 2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3309,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3310,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,CRWT 3305,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3311,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3312,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3313,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
